County,State,Value,Category Range
Pleasants,WV,500.2,478.4 - 549.3 (643)
Hamblen,TN,500.5,478.4 - 549.3 (643)
Harper,OK,500.6,478.4 - 549.3 (643)
Benton,IN,500.6,478.4 - 549.3 (643)
Bledsoe,TN,500.9,478.4 - 549.3 (643)
Montgomery,TN,500.9,478.4 - 549.3 (643)
Seneca,OH,501.1,478.4 - 549.3 (643)
St. James,LA,501.1,478.4 - 549.3 (643)
Red River,LA,501.4,478.4 - 549.3 (643)
Gallatin,IL,501.7,478.4 - 549.3 (643)
Wyandotte,KS,501.8,478.4 - 549.3 (643)
Eddy,ND,501.8,478.4 - 549.3 (643)
Silver Bow,MT,502,478.4 - 549.3 (643)
Terrell,GA,502,478.4 - 549.3 (643)
Long,GA,502.2,478.4 - 549.3 (643)
Montgomery,IA,502.3,478.4 - 549.3 (643)
Crawford,KS,502.4,478.4 - 549.3 (643)
Liberty,FL,502.4,478.4 - 549.3 (643)
Wood,OH,502.4,478.4 - 549.3 (643)
Ste. Genevieve,MO,502.5,478.4 - 549.3 (643)
Fulton,AR,502.5,478.4 - 549.3 (643)
Union,IA,502.5,478.4 - 549.3 (643)
Iroquois,IL,502.5,478.4 - 549.3 (643)
Guernsey,OH,502.7,478.4 - 549.3 (643)
Wichita,TX,502.7,478.4 - 549.3 (643)
Neosho,KS,502.9,478.4 - 549.3 (643)
Pope,AR,502.9,478.4 - 549.3 (643)
Lucas,IA,503,478.4 - 549.3 (643)
Fulton,PA,503,478.4 - 549.3 (643)
Colorado,TX,503,478.4 - 549.3 (643)
Erath,TX,503.1,478.4 - 549.3 (643)
Chickasaw,IA,503.2,478.4 - 549.3 (643)
Wakulla,FL,503.4,478.4 - 549.3 (643)
Warren,NC,503.4,478.4 - 549.3 (643)
Putnam,MO,503.5,478.4 - 549.3 (643)
Wayne,PA,503.6,478.4 - 549.3 (643)
Osage,OK,503.7,478.4 - 549.3 (643)
Pulaski,AR,503.7,478.4 - 549.3 (643)
Floyd,IN,503.7,478.4 - 549.3 (643)
Madison,IL,504,478.4 - 549.3 (643)
Wyandot,OH,504,478.4 - 549.3 (643)
Sullivan,TN,504.1,478.4 - 549.3 (643)
Lenawee,MI,504.2,478.4 - 549.3 (643)
Switzerland,IN,504.2,478.4 - 549.3 (643)
Wayne,IL,504.3,478.4 - 549.3 (643)
Wise,TX,504.3,478.4 - 549.3 (643)
Lincoln,GA,504.5,478.4 - 549.3 (643)
Pike,OH,504.6,478.4 - 549.3 (643)
Garrett,MD,504.8,478.4 - 549.3 (643)
Chautauqua,NY,504.9,478.4 - 549.3 (643)
Jasper,GA,504.9,478.4 - 549.3 (643)
Throckmorton,TX,504.9,478.4 - 549.3 (643)
Gaines,TX,505,478.4 - 549.3 (643)
Carroll,KY,505,478.4 - 549.3 (643)
Cecil,MD,505,478.4 - 549.3 (643)
Pulaski,GA,505.2,478.4 - 549.3 (643)
Clayton,GA,505.2,478.4 - 549.3 (643)
La Salle,IL,505.3,478.4 - 549.3 (643)
King,TX,505.3,478.4 - 549.3 (643)
Cape May,NJ,505.4,478.4 - 549.3 (643)
Hart,GA,505.6,478.4 - 549.3 (643)
Norfolk,VA,505.6,478.4 - 549.3 (643)
Stonewall,TX,506.2,478.4 - 549.3 (643)
Clay,TX,506.5,478.4 - 549.3 (643)
Brooks,TX,506.5,478.4 - 549.3 (643)
Decatur,GA,506.6,478.4 - 549.3 (643)
Spartanburg,SC,506.8,478.4 - 549.3 (643)
Lackawanna,PA,506.9,478.4 - 549.3 (643)
Madison,TX,506.9,478.4 - 549.3 (643)
Live Oak,TX,507,478.4 - 549.3 (643)
Tulare,CA,507.1,478.4 - 549.3 (643)
Osceola,MI,507.2,478.4 - 549.3 (643)
Livingston,MO,507.2,478.4 - 549.3 (643)
Kingfisher,OK,507.3,478.4 - 549.3 (643)
Jefferson,MO,507.4,478.4 - 549.3 (643)
Camden,NC,507.5,478.4 - 549.3 (643)
Greene,NC,507.6,478.4 - 549.3 (643)
Shoshone,ID,507.6,478.4 - 549.3 (643)
Grimes,TX,507.8,478.4 - 549.3 (643)
Hartley,TX,507.9,478.4 - 549.3 (643)
Casey,KY,508.1,478.4 - 549.3 (643)
Clarendon,SC,508.4,478.4 - 549.3 (643)
Scott,TN,508.6,478.4 - 549.3 (643)
Sheridan,MT,508.6,478.4 - 549.3 (643)
Lowndes,MS,508.8,478.4 - 549.3 (643)
Carroll,AR,508.8,478.4 - 549.3 (643)
Dougherty,GA,509,478.4 - 549.3 (643)
Todd,KY,509.2,478.4 - 549.3 (643)
Baylor,TX,509.2,478.4 - 549.3 (643)
Harrison,TX,509.4,478.4 - 549.3 (643)
Ontonagon,MI,509.4,478.4 - 549.3 (643)
Donley,TX,509.6,478.4 - 549.3 (643)
Barbour,WV,509.6,478.4 - 549.3 (643)
Putnam,GA,509.7,478.4 - 549.3 (643)
Salem,NJ,509.9,478.4 - 549.3 (643)
Grant,IN,510,478.4 - 549.3 (643)
Isabella,MI,510.2,478.4 - 549.3 (643)
Audrain,MO,510.6,478.4 - 549.3 (643)
Major,OK,510.6,478.4 - 549.3 (643)
De Soto,LA,511,478.4 - 549.3 (643)
Knox,TX,511,478.4 - 549.3 (643)
Pike,IN,511.2,478.4 - 549.3 (643)
Crisp,GA,511.4,478.4 - 549.3 (643)
Baraga,MI,511.4,478.4 - 549.3 (643)
Cooke,TX,511.4,478.4 - 549.3 (643)
San Jacinto,TX,511.4,478.4 - 549.3 (643)
Lawrence,MO,511.5,478.4 - 549.3 (643)
Fall River,SD,511.7,478.4 - 549.3 (643)
Franklin,TN,511.8,478.4 - 549.3 (643)
Clark,KY,511.8,478.4 - 549.3 (643)
Knox,IN,511.9,478.4 - 549.3 (643)
Ellis,OK,512.4,478.4 - 549.3 (643)
Ross,OH,512.4,478.4 - 549.3 (643)
Ritchie,WV,512.5,478.4 - 549.3 (643)
Appanoose,IA,512.9,478.4 - 549.3 (643)
Martin,NC,513.1,478.4 - 549.3 (643)
Salem,VA,513.2,478.4 - 549.3 (643)
McCone,MT,513.3,478.4 - 549.3 (643)
Orange,IN,513.3,478.4 - 549.3 (643)
Shackelford,TX,513.4,478.4 - 549.3 (643)
Owen,IN,513.5,478.4 - 549.3 (643)
Benton,MO,513.6,478.4 - 549.3 (643)
Mitchell,GA,514,478.4 - 549.3 (643)
Jefferson,AL,514,478.4 - 549.3 (643)
Giles,VA,514,478.4 - 549.3 (643)
Esmeralda,NV,514.1,478.4 - 549.3 (643)
Haskell,TX,514.2,478.4 - 549.3 (643)
Sumter,SC,514.4,478.4 - 549.3 (643)
Echols,GA,514.4,478.4 - 549.3 (643)
Chariton,MO,514.5,478.4 - 549.3 (643)
Pearl River,MS,514.6,478.4 - 549.3 (643)
Perry,MO,514.6,478.4 - 549.3 (643)
Patrick,VA,514.6,478.4 - 549.3 (643)
McKean,PA,514.7,478.4 - 549.3 (643)
Alpena,MI,514.8,478.4 - 549.3 (643)
Ascension,LA,514.8,478.4 - 549.3 (643)
Taliaferro,GA,514.9,478.4 - 549.3 (643)
Crane,TX,514.9,478.4 - 549.3 (643)
Wilbarger,TX,514.9,478.4 - 549.3 (643)
Dade,MO,515.1,478.4 - 549.3 (643)
Bossier,LA,515.2,478.4 - 549.3 (643)
Shiawassee,MI,515.2,478.4 - 549.3 (643)
Hamilton,FL,515.3,478.4 - 549.3 (643)
Jackson,FL,515.6,478.4 - 549.3 (643)
Taylor,KY,515.7,478.4 - 549.3 (643)
Lee,IA,515.8,478.4 - 549.3 (643)
Branch,MI,516.2,478.4 - 549.3 (643)
Reagan,TX,516.2,478.4 - 549.3 (643)
Taylor,GA,516.3,478.4 - 549.3 (643)
Assumption,LA,516.4,478.4 - 549.3 (643)
Randolph,GA,516.6,478.4 - 549.3 (643)
Dimmit,TX,516.7,478.4 - 549.3 (643)
Mercer,WV,517,478.4 - 549.3 (643)
Alfalfa,OK,517.1,478.4 - 549.3 (643)
Eureka,NV,517.2,478.4 - 549.3 (643)
Laurel,KY,517.2,478.4 - 549.3 (643)
Montgomery,AL,517.4,478.4 - 549.3 (643)
Nacogdoches,TX,517.4,478.4 - 549.3 (643)
Lunenburg,VA,517.5,478.4 - 549.3 (643)
Sierra,NM,517.5,478.4 - 549.3 (643)
Scotland,NC,517.5,478.4 - 549.3 (643)
Monroe,MO,517.6,478.4 - 549.3 (643)
Ozark,MO,517.7,478.4 - 549.3 (643)
Montgomery,NY,517.7,478.4 - 549.3 (643)
St. Helena,LA,518.2,478.4 - 549.3 (643)
Harnett,NC,518.4,478.4 - 549.3 (643)
Hale,TX,518.4,478.4 - 549.3 (643)
Unicoi,TN,518.5,478.4 - 549.3 (643)
Northampton,VA,518.5,478.4 - 549.3 (643)
Grant,OK,518.7,478.4 - 549.3 (643)
Knox,MO,518.7,478.4 - 549.3 (643)
Pickett,TN,518.8,478.4 - 549.3 (643)
Limestone,TX,519.1,478.4 - 549.3 (643)
Morgan,TN,519.2,478.4 - 549.3 (643)
Wetzel,WV,519.2,478.4 - 549.3 (643)
Tuscola,MI,519.2,478.4 - 549.3 (643)
Loving,TX,519.4,478.4 - 549.3 (643)
Pulaski,VA,519.5,478.4 - 549.3 (643)
Houghton,MI,519.5,478.4 - 549.3 (643)
Searcy,AR,519.5,478.4 - 549.3 (643)
Chambers,AL,520.2,478.4 - 549.3 (643)
Ohio,KY,520.2,478.4 - 549.3 (643)
Greene,PA,520.4,478.4 - 549.3 (643)
Wayne,MO,520.7,478.4 - 549.3 (643)
Pontotoc,MS,520.9,478.4 - 549.3 (643)
Livingston,LA,520.9,478.4 - 549.3 (643)
Raleigh,WV,520.9,478.4 - 549.3 (643)
Upshur,WV,521.1,478.4 - 549.3 (643)
Simpson,MS,521.2,478.4 - 549.3 (643)
Labette,KS,521.2,478.4 - 549.3 (643)
Morgan,GA,521.3,478.4 - 549.3 (643)
McDuffie,GA,521.4,478.4 - 549.3 (643)
Mercer,MO,521.4,478.4 - 549.3 (643)
Lawrence,IL,521.7,478.4 - 549.3 (643)
Henry,IA,521.9,478.4 - 549.3 (643)
Perry,OH,521.9,478.4 - 549.3 (643)
Clinton,OH,521.9,478.4 - 549.3 (643)
Montmorency,MI,522,478.4 - 549.3 (643)
Coles,IL,522.2,478.4 - 549.3 (643)
Saluda,SC,522.2,478.4 - 549.3 (643)
Marshall,OK,522.3,478.4 - 549.3 (643)
Scott,KY,522.4,478.4 - 549.3 (643)
Lonoke,AR,522.4,478.4 - 549.3 (643)
Blaine,OK,522.5,478.4 - 549.3 (643)
Lea,NM,522.5,478.4 - 549.3 (643)
Adams,IA,522.7,478.4 - 549.3 (643)
Brooke,WV,522.9,478.4 - 549.3 (643)
Chaves,NM,523.2,478.4 - 549.3 (643)
Harrison,MO,523.3,478.4 - 549.3 (643)
Dorchester,MD,523.6,478.4 - 549.3 (643)
Butts,GA,523.7,478.4 - 549.3 (643)
Treutlen,GA,523.9,478.4 - 549.3 (643)
Doddridge,WV,524.1,478.4 - 549.3 (643)
Colquitt,GA,524.3,478.4 - 549.3 (643)
Suwannee,FL,524.3,478.4 - 549.3 (643)
Accomack,VA,524.4,478.4 - 549.3 (643)
Adams,MS,524.6,478.4 - 549.3 (643)
Jackson,WV,524.7,478.4 - 549.3 (643)
Meigs,OH,524.8,478.4 - 549.3 (643)
Clark,IN,524.9,478.4 - 549.3 (643)
East Baton Rouge,LA,524.9,478.4 - 549.3 (643)
Wheeler,TX,525,478.4 - 549.3 (643)
Taylor,WV,525.2,478.4 - 549.3 (643)
Scott,VA,525.2,478.4 - 549.3 (643)
Bulloch,GA,525.3,478.4 - 549.3 (643)
Lanier,GA,525.4,478.4 - 549.3 (643)
Trumbull,OH,525.5,478.4 - 549.3 (643)
Pacific,WA,525.5,478.4 - 549.3 (643)
Hampton,SC,525.7,478.4 - 549.3 (643)
Comanche,TX,525.8,478.4 - 549.3 (643)
Stanly,NC,525.9,478.4 - 549.3 (643)
Lyon,NV,526,478.4 - 549.3 (643)
Fulton,IN,526.5,478.4 - 549.3 (643)
Greenup,KY,526.6,478.4 - 549.3 (643)
Carbon,UT,526.6,478.4 - 549.3 (643)
Webster,GA,526.7,478.4 - 549.3 (643)
Newton,MO,526.9,478.4 - 549.3 (643)
Roanoke City,VA,526.9,478.4 - 549.3 (643)
Pulaski,MO,527.1,478.4 - 549.3 (643)
Perry,AR,527.2,478.4 - 549.3 (643)
Bland,VA,527.2,478.4 - 549.3 (643)
Pendleton,KY,527.4,478.4 - 549.3 (643)
Sabine,LA,527.4,478.4 - 549.3 (643)
Richmond,NY,527.7,478.4 - 549.3 (643)
Macon,MO,527.8,478.4 - 549.3 (643)
Grundy,MO,527.8,478.4 - 549.3 (643)
Telfair,GA,528,478.4 - 549.3 (643)
Okeechobee,FL,528.3,478.4 - 549.3 (643)
Mason,WV,528.3,478.4 - 549.3 (643)
Shelby,TN,528.4,478.4 - 549.3 (643)
Lawrence,OH,528.4,478.4 - 549.3 (643)
Tangipahoa,LA,528.9,478.4 - 549.3 (643)
Pike,AL,528.9,478.4 - 549.3 (643)
Appomattox,VA,528.9,478.4 - 549.3 (643)
Noble,OK,529,478.4 - 549.3 (643)
Orleans,NY,529.3,478.4 - 549.3 (643)
Crawford,IL,529.3,478.4 - 549.3 (643)
Oklahoma,OK,529.4,478.4 - 549.3 (643)
Kay,OK,529.4,478.4 - 549.3 (643)
Ashtabula,OH,529.6,478.4 - 549.3 (643)
Fisher,TX,529.8,478.4 - 549.3 (643)
Brown,TX,529.8,478.4 - 549.3 (643)
Fayette,TN,530.1,478.4 - 549.3 (643)
Philadelphia,PA,530.1,478.4 - 549.3 (643)
Crawford,GA,530.1,478.4 - 549.3 (643)
Iberville,LA,530.2,478.4 - 549.3 (643)
Tazewell,VA,530.2,478.4 - 549.3 (643)
Moore,TX,530.3,478.4 - 549.3 (643)
Randolph,MO,530.4,478.4 - 549.3 (643)
Maries,MO,530.5,478.4 - 549.3 (643)
Marion,GA,530.5,478.4 - 549.3 (643)
Wayne,IN,530.5,478.4 - 549.3 (643)
Ballard,KY,530.5,478.4 - 549.3 (643)
Wirt,WV,530.5,478.4 - 549.3 (643)
Cass,IA,530.9,478.4 - 549.3 (643)
Lawrence,IN,531.1,478.4 - 549.3 (643)
San Augustine,TX,531.2,478.4 - 549.3 (643)
Giles,TN,531.3,478.4 - 549.3 (643)
Baker,GA,531.5,478.4 - 549.3 (643)
Laclede,MO,532.1,478.4 - 549.3 (643)
Calhoun,GA,532.2,478.4 - 549.3 (643)
Wilson,KS,532.4,478.4 - 549.3 (643)
Lamar,MS,532.6,478.4 - 549.3 (643)
Niagara,NY,532.7,478.4 - 549.3 (643)
Summers,WV,532.7,478.4 - 549.3 (643)
Hansford,TX,532.8,478.4 - 549.3 (643)
Mahoning,OH,532.8,478.4 - 549.3 (643)
Tillman,OK,532.8,478.4 - 549.3 (643)
Barren,KY,532.8,478.4 - 549.3 (643)
Scott,IN,533.1,478.4 - 549.3 (643)
Cheatham,TN,533.1,478.4 - 549.3 (643)
Putnam,TN,533.4,478.4 - 549.3 (643)
Belmont,OH,533.4,478.4 - 549.3 (643)
Washington,IN,533.5,478.4 - 549.3 (643)
Bamberg,SC,533.5,478.4 - 549.3 (643)
Portsmouth,VA,533.7,478.4 - 549.3 (643)
Clay,IN,533.7,478.4 - 549.3 (643)
Howard,IN,533.8,478.4 - 549.3 (643)
Spalding,GA,533.8,478.4 - 549.3 (643)
Barnwell,SC,533.8,478.4 - 549.3 (643)
Fayette,WV,534,478.4 - 549.3 (643)
Adams,OH,534.2,478.4 - 549.3 (643)
Marshall,MS,534.2,478.4 - 549.3 (643)
Stone,MO,534.2,478.4 - 549.3 (643)
Prentiss,MS,534.3,478.4 - 549.3 (643)
Lucas,OH,534.3,478.4 - 549.3 (643)
Robertson,TX,534.3,478.4 - 549.3 (643)
Martin,KY,534.4,478.4 - 549.3 (643)
Howell,MO,534.7,478.4 - 549.3 (643)
Cumberland,NJ,535,478.4 - 549.3 (643)
Luna,NM,535,478.4 - 549.3 (643)
Grady,OK,535.3,478.4 - 549.3 (643)
Scott,MO,535.5,478.4 - 549.3 (643)
St. Mary,LA,535.6,478.4 - 549.3 (643)
Heard,GA,535.7,478.4 - 549.3 (643)
Armstrong,TX,535.7,478.4 - 549.3 (643)
Andrews,TX,535.9,478.4 - 549.3 (643)
Lewis,WV,536.2,478.4 - 549.3 (643)
Wood,WV,536.2,478.4 - 549.3 (643)
McLean,KY,536.2,478.4 - 549.3 (643)
Grant,LA,536.3,478.4 - 549.3 (643)
Crawford,OH,536.6,478.4 - 549.3 (643)
Hillsdale,MI,536.8,478.4 - 549.3 (643)
Autauga,AL,536.9,478.4 - 549.3 (643)
Bullock,AL,537.1,478.4 - 549.3 (643)
Madison,TN,537.1,478.4 - 549.3 (643)
Duval,TX,537.1,478.4 - 549.3 (643)
Coleman,TX,537.2,478.4 - 549.3 (643)
Ramsey,ND,537.3,478.4 - 549.3 (643)
McCracken,KY,537.6,478.4 - 549.3 (643)
Greene,AR,537.7,478.4 - 549.3 (643)
Staunton,VA,537.7,478.4 - 549.3 (643)
Fayette,PA,537.8,478.4 - 549.3 (643)
Sebastian,AR,537.9,478.4 - 549.3 (643)
Gordon,GA,537.9,478.4 - 549.3 (643)
Clark,IL,538,478.4 - 549.3 (643)
Garfield,OK,538,478.4 - 549.3 (643)
Gregg,TX,538,478.4 - 549.3 (643)
Marion,WV,538.1,478.4 - 549.3 (643)
Sullivan,IN,538.5,478.4 - 549.3 (643)
Clay,SD,538.7,478.4 - 549.3 (643)
Pulaski,IN,538.9,478.4 - 549.3 (643)
La Salle,TX,539,478.4 - 549.3 (643)
Grayson,KY,539.2,478.4 - 549.3 (643)
Kalkaska,MI,539.2,478.4 - 549.3 (643)
Terrebonne,LA,539.2,478.4 - 549.3 (643)
Barber,KS,539.4,478.4 - 549.3 (643)
Limestone,AL,539.5,478.4 - 549.3 (643)
Yuba,CA,539.7,478.4 - 549.3 (643)
Graves,KY,539.8,478.4 - 549.3 (643)
Eastland,TX,539.8,478.4 - 549.3 (643)
Jones,TX,539.9,478.4 - 549.3 (643)
Smith,TX,539.9,478.4 - 549.3 (643)
Harrison,WV,540,478.4 - 549.3 (643)
Jackson,GA,540.1,478.4 - 549.3 (643)
Roger Mills,OK,540.2,478.4 - 549.3 (643)
Radford,VA,540.3,478.4 - 549.3 (643)
Murray,GA,540.5,478.4 - 549.3 (643)
Screven,GA,540.5,478.4 - 549.3 (643)
Jasper,IN,541,478.4 - 549.3 (643)
Chautauqua,KS,541.2,478.4 - 549.3 (643)
Newton,AR,541.2,478.4 - 549.3 (643)
Gratiot,MI,541.2,478.4 - 549.3 (643)
Lauderdale,AL,541.3,478.4 - 549.3 (643)
LaPorte,IN,541.3,478.4 - 549.3 (643)
Fentress,TN,541.6,478.4 - 549.3 (643)
Morgan,KY,541.9,478.4 - 549.3 (643)
Blount,AL,542.1,478.4 - 549.3 (643)
Parke,IN,542.3,478.4 - 549.3 (643)
Callahan,TX,542.4,478.4 - 549.3 (643)
Upshur,TX,542.4,478.4 - 549.3 (643)
Montgomery,MO,542.6,478.4 - 549.3 (643)
Mohave,AZ,542.7,478.4 - 549.3 (643)
Boone,WV,542.8,478.4 - 549.3 (643)
Stephens,GA,542.9,478.4 - 549.3 (643)
Comanche,KS,543,478.4 - 549.3 (643)
Carroll,MO,543,478.4 - 549.3 (643)
Rolette,ND,543.1,478.4 - 549.3 (643)
Huron,MI,543.5,478.4 - 549.3 (643)
Hawkins,TN,543.6,478.4 - 549.3 (643)
Lafayette,MO,543.7,478.4 - 549.3 (643)
Dodge,GA,543.8,478.4 - 549.3 (643)
Clay,GA,544.1,478.4 - 549.3 (643)
Lenoir,NC,544.1,478.4 - 549.3 (643)
Miller,GA,544.2,478.4 - 549.3 (643)
Overton,TN,544.2,478.4 - 549.3 (643)
Houston,TN,544.4,478.4 - 549.3 (643)
Lee,VA,544.4,478.4 - 549.3 (643)
Taylor,TX,544.5,478.4 - 549.3 (643)
Harmon,OK,544.6,478.4 - 549.3 (643)
Van Zandt,TX,544.8,478.4 - 549.3 (643)
Wood,TX,544.9,478.4 - 549.3 (643)
Dooly,GA,545,478.4 - 549.3 (643)
Johnson,AR,545.1,478.4 - 549.3 (643)
Rusk,TX,545.3,478.4 - 549.3 (643)
Boyd,NE,545.6,478.4 - 549.3 (643)
Robeson,NC,545.7,478.4 - 549.3 (643)
Wayne,KY,545.8,478.4 - 549.3 (643)
Carlisle,KY,545.8,478.4 - 549.3 (643)
Chester,SC,546.1,478.4 - 549.3 (643)
Barton,MO,546.3,478.4 - 549.3 (643)
Marion,MS,546.4,478.4 - 549.3 (643)
Quitman,GA,546.5,478.4 - 549.3 (643)
Texas,MO,546.7,478.4 - 549.3 (643)
Benson,ND,546.8,478.4 - 549.3 (643)
Mecklenburg,VA,546.8,478.4 - 549.3 (643)
Navarro,TX,547.2,478.4 - 549.3 (643)
Monroe,AL,547.2,478.4 - 549.3 (643)
Richmond,GA,547.3,478.4 - 549.3 (643)
Stephens,TX,547.5,478.4 - 549.3 (643)
Cass,IL,547.8,478.4 - 549.3 (643)
Clark,MO,547.8,478.4 - 549.3 (643)
Rowan,KY,547.9,478.4 - 549.3 (643)
Cleveland,NC,548,478.4 - 549.3 (643)
Lowndes,GA,548.1,478.4 - 549.3 (643)
Scott,AR,548.2,478.4 - 549.3 (643)
Crawford,AR,548.3,478.4 - 549.3 (643)
Rutherford,NC,548.3,478.4 - 549.3 (643)
Bryan,OK,548.3,478.4 - 549.3 (643)
Lafayette,MS,548.7,478.4 - 549.3 (643)
Carter,KY,548.7,478.4 - 549.3 (643)
Fairfield,SC,548.9,478.4 - 549.3 (643)
Comanche,OK,549.3,478.4 - 549.3 (643)
Magoffin,KY,549.4,549.4 - 1202.6 (643)
Miller,MO,549.6,549.4 - 1202.6 (643)
Hart,KY,550,549.4 - 1202.6 (643)
Tulsa,OK,550.1,549.4 - 1202.6 (643)
Cimarron,OK,550.6,549.4 - 1202.6 (643)
Arthur,NE,550.8,549.4 - 1202.6 (643)
Rogers,OK,551.3,549.4 - 1202.6 (643)
Tallapoosa,AL,551.3,549.4 - 1202.6 (643)
Jenkins,GA,551.4,549.4 - 1202.6 (643)
Smith,TN,551.4,549.4 - 1202.6 (643)
Columbiana,OH,551.5,549.4 - 1202.6 (643)
Pike,MO,551.5,549.4 - 1202.6 (643)
St. Clair,MI,551.6,549.4 - 1202.6 (643)
Washington,OK,551.6,549.4 - 1202.6 (643)
Brooks,GA,551.7,549.4 - 1202.6 (643)
Boyd,KY,551.8,549.4 - 1202.6 (643)
Dickson,TN,551.8,549.4 - 1202.6 (643)
Bates,MO,552,549.4 - 1202.6 (643)
Barbour,AL,552.1,549.4 - 1202.6 (643)
Vigo,IN,552.6,549.4 - 1202.6 (643)
Sullivan,MO,552.6,549.4 - 1202.6 (643)
Phelps,MO,552.9,549.4 - 1202.6 (643)
Kiowa,OK,553,549.4 - 1202.6 (643)
Allen,LA,553.1,549.4 - 1202.6 (643)
Seminole,GA,553.1,549.4 - 1202.6 (643)
Prairie,AR,553.2,549.4 - 1202.6 (643)
Kaufman,TX,553.5,549.4 - 1202.6 (643)
Beckham,OK,553.6,549.4 - 1202.6 (643)
Madison,GA,553.9,549.4 - 1202.6 (643)
Greer,OK,554,549.4 - 1202.6 (643)
Preble,OH,554.2,549.4 - 1202.6 (643)
Hickman,KY,554.2,549.4 - 1202.6 (643)
Clark,OH,554.3,549.4 - 1202.6 (643)
Logan,OH,554.5,549.4 - 1202.6 (643)
Evans,GA,554.8,549.4 - 1202.6 (643)
Berrien,GA,554.8,549.4 - 1202.6 (643)
Citrus,FL,554.8,549.4 - 1202.6 (643)
Tyler,TX,554.9,549.4 - 1202.6 (643)
Titus,TX,555,549.4 - 1202.6 (643)
Craighead,AR,555.4,549.4 - 1202.6 (643)
Berrien,MI,555.4,549.4 - 1202.6 (643)
Oscoda,MI,555.5,549.4 - 1202.6 (643)
Laurens,GA,555.5,549.4 - 1202.6 (643)
Lewis,KY,555.6,549.4 - 1202.6 (643)
Hancock,GA,555.9,549.4 - 1202.6 (643)
Jackson,TN,555.9,549.4 - 1202.6 (643)
Moore,TN,556,549.4 - 1202.6 (643)
Cook,GA,556,549.4 - 1202.6 (643)
Sanilac,MI,556.1,549.4 - 1202.6 (643)
Franklin,AR,556.2,549.4 - 1202.6 (643)
Dewey,OK,556.3,549.4 - 1202.6 (643)
Caddo,OK,556.3,549.4 - 1202.6 (643)
Hancock,WV,556.4,549.4 - 1202.6 (643)
Logan,AR,556.5,549.4 - 1202.6 (643)
Tuscaloosa,AL,556.6,549.4 - 1202.6 (643)
Pike,GA,556.6,549.4 - 1202.6 (643)
Churchill,NV,556.7,549.4 - 1202.6 (643)
Rains,TX,556.8,549.4 - 1202.6 (643)
Brown,NE,557,549.4 - 1202.6 (643)
Humphreys,TN,557.2,549.4 - 1202.6 (643)
Muhlenberg,KY,557.5,549.4 - 1202.6 (643)
Shannon,MO,557.7,549.4 - 1202.6 (643)
Roberts,TX,557.7,549.4 - 1202.6 (643)
Stewart,GA,558.2,549.4 - 1202.6 (643)
Elmore,AL,558.3,549.4 - 1202.6 (643)
Lincoln,OK,558.4,549.4 - 1202.6 (643)
Crittenden,AR,558.5,549.4 - 1202.6 (643)
Russell,AL,558.7,549.4 - 1202.6 (643)
Shelby,MO,558.7,549.4 - 1202.6 (643)
St. Martin,LA,558.9,549.4 - 1202.6 (643)
Johnson,GA,559.5,549.4 - 1202.6 (643)
Lapeer,MI,559.6,549.4 - 1202.6 (643)
Johnson,MO,559.6,549.4 - 1202.6 (643)
Arenac,MI,560.1,549.4 - 1202.6 (643)
Gallia,OH,560.1,549.4 - 1202.6 (643)
Nolan,TX,560.2,549.4 - 1202.6 (643)
Lamar,TX,560.2,549.4 - 1202.6 (643)
Harrison,OH,560.3,549.4 - 1202.6 (643)
Jefferson,GA,560.4,549.4 - 1202.6 (643)
Russell,VA,560.4,549.4 - 1202.6 (643)
Kemper,MS,560.6,549.4 - 1202.6 (643)
Knox,KY,560.8,549.4 - 1202.6 (643)
Franklin,TX,560.9,549.4 - 1202.6 (643)
Jackson,OK,561.3,549.4 - 1202.6 (643)
Clarke,AL,561.6,549.4 - 1202.6 (643)
Garland,AR,561.8,549.4 - 1202.6 (643)
Custer,OK,561.9,549.4 - 1202.6 (643)
St. Joseph,MI,562,549.4 - 1202.6 (643)
Coffee,AL,562.1,549.4 - 1202.6 (643)
Stone,MS,562.2,549.4 - 1202.6 (643)
Marion,MO,562.2,549.4 - 1202.6 (643)
Collingsworth,TX,562.3,549.4 - 1202.6 (643)
Marion,OH,562.5,549.4 - 1202.6 (643)
Shelby,TX,562.6,549.4 - 1202.6 (643)
Atkinson,GA,562.7,549.4 - 1202.6 (643)
Camp,TX,563,549.4 - 1202.6 (643)
Evangeline,LA,563.4,549.4 - 1202.6 (643)
Alcona,MI,563.4,549.4 - 1202.6 (643)
Early,GA,563.6,549.4 - 1202.6 (643)
Carroll,GA,563.8,549.4 - 1202.6 (643)
Burke,GA,563.9,549.4 - 1202.6 (643)
Jackson,MS,564.1,549.4 - 1202.6 (643)
Coosa,AL,564.5,549.4 - 1202.6 (643)
Highland,OH,564.6,549.4 - 1202.6 (643)
Attala,MS,564.9,549.4 - 1202.6 (643)
Foard,TX,564.9,549.4 - 1202.6 (643)
Sumter,GA,565,549.4 - 1202.6 (643)
Alexander,IL,565,549.4 - 1202.6 (643)
Lawrence,AR,566.1,549.4 - 1202.6 (643)
Metcalfe,KY,566.4,549.4 - 1202.6 (643)
Allen,KY,566.4,549.4 - 1202.6 (643)
Green,KY,566.5,549.4 - 1202.6 (643)
Jennings,IN,566.5,549.4 - 1202.6 (643)
